label,goes_class
2011/01/01/HMI.m2011.01.01_00.00.00.jpg,0
2011/01/01/HMI.m2011.01.01_01.00.00.jpg,0
2011/01/01/HMI.m2011.01.01_02.00.00.jpg,0
2011/01/01/HMI.m2011.01.01_03.00.00.jpg,0
2011/01/01/HMI.m2011.01.01_04.00.00.jpg,0
2011/01/01/HMI.m2011.01.01_05.00.00.jpg,0
2011/01/01/HMI.m2011.01.01_06.00.00.jpg,0
2011/01/01/HMI.m2011.01.01_07.00.00.jpg,0
2011/01/01/HMI.m2011.01.01_08.00.00.jpg,0
2011/01/01/HMI.m2011.01.01_09.00.00.jpg,0
2011/01/01/HMI.m2011.01.01_10.00.00.jpg,0
2011/01/01/HMI.m2011.01.01_11.00.00.jpg,0
2011/01/01/HMI.m2011.01.01_12.00.00.jpg,0
2011/01/01/HMI.m2011.01.01_13.00.00.jpg,0
2011/01/01/HMI.m2011.01.01_14.00.00.jpg,0
2011/01/01/HMI.m2011.01.01_15.00.00.jpg,0
2011/01/01/HMI.m2011.01.01_16.00.00.jpg,0
2011/01/01/HMI.m2011.01.01_17.00.00.jpg,0
2011/01/01/HMI.m2011.01.01_18.00.00.jpg,0
2011/01/01/HMI.m2011.01.01_19.00.00.jpg,0
2011/01/01/HMI.m2011.01.01_20.00.00.jpg,0
2011/01/01/HMI.m2011.01.01_21.00.00.jpg,0
2011/01/01/HMI.m2011.01.01_22.00.00.jpg,0
2011/01/01/HMI.m2011.01.01_23.00.00.jpg,0
2011/01/02/HMI.m2011.01.02_00.00.00.jpg,0
2011/01/02/HMI.m2011.01.02_01.00.00.jpg,0
2011/01/02/HMI.m2011.01.02_02.00.00.jpg,0
2011/01/02/HMI.m2011.01.02_03.00.00.jpg,0
2011/01/02/HMI.m2011.01.02_04.00.00.jpg,0
2011/01/02/HMI.m2011.01.02_05.00.00.jpg,0
2011/01/02/HMI.m2011.01.02_06.00.00.jpg,0
2011/01/02/HMI.m2011.01.02_07.00.00.jpg,0
2011/01/02/HMI.m2011.01.02_08.00.00.jpg,0
2011/01/02/HMI.m2011.01.02_09.00.00.jpg,0
2011/01/02/HMI.m2011.01.02_10.00.00.jpg,0
2011/01/02/HMI.m2011.01.02_11.00.00.jpg,0
2011/01/02/HMI.m2011.01.02_12.00.00.jpg,0
2011/01/02/HMI.m2011.01.02_13.00.00.jpg,0
2011/01/02/HMI.m2011.01.02_14.00.00.jpg,0
2011/01/02/HMI.m2011.01.02_15.00.00.jpg,0
2011/01/02/HMI.m2011.01.02_16.00.00.jpg,0
2011/01/02/HMI.m2011.01.02_17.00.00.jpg,0
2011/01/02/HMI.m2011.01.02_18.00.00.jpg,0
2011/01/02/HMI.m2011.01.02_19.00.00.jpg,0
2011/01/02/HMI.m2011.01.02_20.00.00.jpg,0
2011/01/02/HMI.m2011.01.02_21.00.00.jpg,0
2011/01/02/HMI.m2011.01.02_22.00.00.jpg,0
2011/01/02/HMI.m2011.01.02_23.00.00.jpg,0
2011/01/03/HMI.m2011.01.03_00.00.00.jpg,0
2011/01/03/HMI.m2011.01.03_01.00.00.jpg,0
2011/01/03/HMI.m2011.01.03_02.00.00.jpg,0
2011/01/03/HMI.m2011.01.03_03.00.00.jpg,0
2011/01/03/HMI.m2011.01.03_04.00.00.jpg,0
2011/01/03/HMI.m2011.01.03_05.00.00.jpg,0
2011/01/03/HMI.m2011.01.03_06.00.00.jpg,0
2011/01/03/HMI.m2011.01.03_07.00.00.jpg,0
2011/01/03/HMI.m2011.01.03_08.00.00.jpg,0
2011/01/03/HMI.m2011.01.03_09.00.00.jpg,0
2011/01/03/HMI.m2011.01.03_10.00.00.jpg,0
2011/01/03/HMI.m2011.01.03_11.00.00.jpg,0
2011/01/03/HMI.m2011.01.03_12.00.00.jpg,0
2011/01/03/HMI.m2011.01.03_13.00.00.jpg,0
2011/01/03/HMI.m2011.01.03_14.00.00.jpg,0
2011/01/03/HMI.m2011.01.03_15.00.00.jpg,0
2011/01/03/HMI.m2011.01.03_16.00.00.jpg,0
2011/01/03/HMI.m2011.01.03_17.00.00.jpg,0
2011/01/03/HMI.m2011.01.03_18.00.00.jpg,0
2011/01/03/HMI.m2011.01.03_19.00.00.jpg,0
2011/01/03/HMI.m2011.01.03_20.00.00.jpg,0
2011/01/03/HMI.m2011.01.03_21.00.00.jpg,0
2011/01/03/HMI.m2011.01.03_22.00.00.jpg,0
2011/01/03/HMI.m2011.01.03_23.00.00.jpg,0
2011/01/04/HMI.m2011.01.04_00.00.00.jpg,0
2011/01/04/HMI.m2011.01.04_01.00.00.jpg,0
2011/01/04/HMI.m2011.01.04_02.00.00.jpg,0
2011/01/04/HMI.m2011.01.04_03.00.00.jpg,0
2011/01/04/HMI.m2011.01.04_04.00.00.jpg,0
2011/01/04/HMI.m2011.01.04_05.00.00.jpg,0
2011/01/04/HMI.m2011.01.04_06.00.00.jpg,0
2011/01/04/HMI.m2011.01.04_07.00.00.jpg,0
2011/01/04/HMI.m2011.01.04_08.00.00.jpg,0
2011/01/04/HMI.m2011.01.04_09.00.00.jpg,0
2011/01/04/HMI.m2011.01.04_10.00.00.jpg,0
2011/01/04/HMI.m2011.01.04_11.00.00.jpg,0
2011/01/04/HMI.m2011.01.04_12.00.00.jpg,0
2011/01/04/HMI.m2011.01.04_13.00.00.jpg,0
2011/01/04/HMI.m2011.01.04_14.00.00.jpg,0
2011/01/04/HMI.m2011.01.04_15.00.00.jpg,0
2011/01/04/HMI.m2011.01.04_16.00.00.jpg,0
2011/01/04/HMI.m2011.01.04_17.00.00.jpg,0
2011/01/04/HMI.m2011.01.04_18.00.00.jpg,0
2011/01/04/HMI.m2011.01.04_19.00.00.jpg,0
2011/01/04/HMI.m2011.01.04_20.00.00.jpg,0
2011/01/04/HMI.m2011.01.04_21.00.00.jpg,0
2011/01/04/HMI.m2011.01.04_22.00.00.jpg,0
2011/01/04/HMI.m2011.01.04_23.00.00.jpg,0
2011/01/05/HMI.m2011.01.05_00.00.00.jpg,0
2011/01/05/HMI.m2011.01.05_01.00.00.jpg,0
2011/01/05/HMI.m2011.01.05_02.00.00.jpg,0
2011/01/05/HMI.m2011.01.05_03.00.00.jpg,0
2011/01/05/HMI.m2011.01.05_04.00.00.jpg,0
2011/01/05/HMI.m2011.01.05_05.00.00.jpg,0
2011/01/05/HMI.m2011.01.05_06.00.00.jpg,0
2011/01/05/HMI.m2011.01.05_07.00.00.jpg,0
2011/01/05/HMI.m2011.01.05_08.00.00.jpg,0
2011/01/05/HMI.m2011.01.05_09.00.00.jpg,0
2011/01/05/HMI.m2011.01.05_10.00.00.jpg,0
2011/01/05/HMI.m2011.01.05_11.00.00.jpg,0
2011/01/05/HMI.m2011.01.05_12.00.00.jpg,0
2011/01/05/HMI.m2011.01.05_13.00.00.jpg,0
2011/01/05/HMI.m2011.01.05_14.00.00.jpg,0
2011/01/05/HMI.m2011.01.05_15.00.00.jpg,0
2011/01/05/HMI.m2011.01.05_16.00.00.jpg,0
2011/01/05/HMI.m2011.01.05_17.00.00.jpg,0
2011/01/05/HMI.m2011.01.05_18.00.00.jpg,0
2011/01/05/HMI.m2011.01.05_20.00.00.jpg,0
2011/01/05/HMI.m2011.01.05_22.00.00.jpg,0
2011/01/05/HMI.m2011.01.05_23.00.00.jpg,0
2011/01/06/HMI.m2011.01.06_00.00.00.jpg,0
2011/01/06/HMI.m2011.01.06_01.00.00.jpg,0
2011/01/06/HMI.m2011.01.06_02.00.00.jpg,0
2011/01/06/HMI.m2011.01.06_03.00.00.jpg,0
2011/01/06/HMI.m2011.01.06_04.00.00.jpg,0
2011/01/06/HMI.m2011.01.06_05.00.00.jpg,0
2011/01/06/HMI.m2011.01.06_06.00.00.jpg,0
2011/01/06/HMI.m2011.01.06_07.00.00.jpg,0
2011/01/06/HMI.m2011.01.06_08.00.00.jpg,0
2011/01/06/HMI.m2011.01.06_09.00.00.jpg,0
2011/01/06/HMI.m2011.01.06_10.00.00.jpg,0
2011/01/06/HMI.m2011.01.06_11.00.00.jpg,0
2011/01/06/HMI.m2011.01.06_12.00.00.jpg,0
2011/01/06/HMI.m2011.01.06_13.00.00.jpg,0
2011/01/06/HMI.m2011.01.06_14.00.00.jpg,0
2011/01/06/HMI.m2011.01.06_15.00.00.jpg,0
2011/01/06/HMI.m2011.01.06_16.00.00.jpg,0
2011/01/06/HMI.m2011.01.06_17.00.00.jpg,0
2011/01/06/HMI.m2011.01.06_18.00.00.jpg,0
2011/01/06/HMI.m2011.01.06_19.00.00.jpg,0
2011/01/06/HMI.m2011.01.06_20.00.00.jpg,0
2011/01/06/HMI.m2011.01.06_21.00.00.jpg,0
2011/01/06/HMI.m2011.01.06_22.00.00.jpg,0
2011/01/06/HMI.m2011.01.06_23.00.00.jpg,0
2011/01/07/HMI.m2011.01.07_00.00.00.jpg,0
2011/01/07/HMI.m2011.01.07_01.00.00.jpg,0
2011/01/07/HMI.m2011.01.07_02.00.00.jpg,0
2011/01/07/HMI.m2011.01.07_03.00.00.jpg,0
2011/01/07/HMI.m2011.01.07_04.00.00.jpg,0
2011/01/07/HMI.m2011.01.07_05.00.00.jpg,0
2011/01/07/HMI.m2011.01.07_06.00.00.jpg,0
2011/01/07/HMI.m2011.01.07_07.00.00.jpg,0
2011/01/07/HMI.m2011.01.07_08.00.00.jpg,0
2011/01/07/HMI.m2011.01.07_09.00.00.jpg,0
2011/01/07/HMI.m2011.01.07_10.00.00.jpg,0
2011/01/07/HMI.m2011.01.07_11.00.00.jpg,0
2011/01/07/HMI.m2011.01.07_12.00.00.jpg,0
2011/01/07/HMI.m2011.01.07_13.00.00.jpg,0
2011/01/07/HMI.m2011.01.07_14.00.00.jpg,0
2011/01/07/HMI.m2011.01.07_15.00.00.jpg,0
2011/01/07/HMI.m2011.01.07_16.00.00.jpg,0
2011/01/07/HMI.m2011.01.07_17.00.00.jpg,0
2011/01/07/HMI.m2011.01.07_18.00.00.jpg,0
2011/01/07/HMI.m2011.01.07_19.00.00.jpg,0
2011/01/07/HMI.m2011.01.07_20.00.00.jpg,0
2011/01/07/HMI.m2011.01.07_21.00.00.jpg,0
2011/01/07/HMI.m2011.01.07_22.00.00.jpg,0
2011/01/07/HMI.m2011.01.07_23.00.00.jpg,0
2011/01/08/HMI.m2011.01.08_00.00.00.jpg,0
2011/01/08/HMI.m2011.01.08_01.00.00.jpg,0
2011/01/08/HMI.m2011.01.08_02.00.00.jpg,0
2011/01/08/HMI.m2011.01.08_03.00.00.jpg,0
2011/01/08/HMI.m2011.01.08_04.00.00.jpg,0
2011/01/08/HMI.m2011.01.08_05.00.00.jpg,0
2011/01/08/HMI.m2011.01.08_06.00.00.jpg,0
2011/01/08/HMI.m2011.01.08_07.00.00.jpg,0
2011/01/08/HMI.m2011.01.08_08.00.00.jpg,0
2011/01/08/HMI.m2011.01.08_09.00.00.jpg,0
2011/01/08/HMI.m2011.01.08_10.00.00.jpg,0
2011/01/08/HMI.m2011.01.08_11.00.00.jpg,0
2011/01/08/HMI.m2011.01.08_12.00.00.jpg,0
2011/01/08/HMI.m2011.01.08_13.00.00.jpg,0
2011/01/08/HMI.m2011.01.08_14.00.00.jpg,0
2011/01/08/HMI.m2011.01.08_15.00.00.jpg,0
2011/01/08/HMI.m2011.01.08_16.00.00.jpg,0
2011/01/08/HMI.m2011.01.08_17.00.00.jpg,0
2011/01/08/HMI.m2011.01.08_18.00.00.jpg,0
2011/01/08/HMI.m2011.01.08_19.00.00.jpg,0
